-0.25,-1.98312086480988
-0.249986753270805,-1.98312260250643
-0.249973506541611,-1.98312434091322
-0.249960259812416,-1.9831260800308
-0.249947013083221,-1.98312781841263
-0.249944428477099,-1.98312815743651
-0.249941843870976,-1.98312849648746
-0.249939259264854,-1.98312883556549
-0.249936674658732,-1.98312917467063
-0.249934090052609,-1.98312951374339
-0.249931505446487,-1.98312985303357
-0.249928920840364,-1.98313019234631
-0.249926336234242,-1.98313053060815
-0.249923065401094,-1.9831309573062
-0.249919794567947,-1.98313138404741
-0.249916523734799,-1.98313181083181
-0.249913252901652,-1.98313223765941
-0.249909982068504,-1.98313266453017
-0.249906711235357,-1.98313309111104
-0.249903440402209,-1.98313351740653
-0.249900169569061,-1.98313394374524
-0.249892697559958,-1.98313491785082
-0.249885225550855,-1.98313589218193
-0.249877753541751,-1.98313686673879
-0.249870281532648,-1.98313784152142
-0.249856615209781,-1.98313962378526
-0.249842948886913,-1.98314140523522
-0.249829282564046,-1.98314318744158
-0.249815616241179,-1.98314497023096
-0.249801949918312,-1.98314675179034
-0.249788283595444,-1.98314853378185
-0.249774617272577,-1.98315031530767
-0.24976095094971,-1.98315209706505
-0.249745060226331,-1.98315416859392
-0.249729169502952,-1.98315623991525
-0.249713278779573,-1.98315831160517
-0.249697388056193,-1.98316038285647
-0.24969323365552,-1.98316092434102
-0.249689079254847,-1.98316146581425
-0.249684924854174,-1.98316200729759
-0.249680770453501,-1.98316254877783
-0.249679939573366,-1.98316265707009
-0.249679108693231,-1.98316276536194
-0.249678277813097,-1.98316287365393
-0.249677446932962,-1.98316298194502
-0.249676645131633,-1.98316308641595
-0.249675843330303,-1.98316319098682
-0.249675041528973,-1.98316329557467
-0.249674239727643,-1.98316340045777
-0.249673437926314,-1.98316350497191
-0.249672636124984,-1.98316360947615
-0.249671834323654,-1.98316371398035
-0.249671032522325,-1.98316381848409
-0.249668969557197,-1.98316408735817
-0.249666906592069,-1.98316435621651
-0.249664843626942,-1.98316462622314
-0.249662780661814,-1.98316489666162
-0.249660717696686,-1.98316516711713
-0.249658654731559,-1.98316543758965
-0.249656591766431,-1.98316570804978
-0.249654528801303,-1.98316597848032
-0.249648803628813,-1.98316672906787
-0.249643078456322,-1.98316747958015
-0.249637353283831,-1.98316823010892
-0.24963162811134,-1.98316898064442
-0.249613266342688,-1.98317138735721
-0.249594904574037,-1.98317379416322
-0.249576542805385,-1.9831762011057
-0.249558181036733,-1.98317860770462
-0.249554273785579,-1.98317911998604
-0.249550366534424,-1.98317963192087
-0.24954645928327,-1.98318014388067
-0.249542552032116,-1.98318065590182
-0.249541770581885,-1.98318075831341
-0.249540989131654,-1.98318086072745
