Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Directional Deformation (mm)
5425	-81.49217224	2.294996977	-72.50139618	5.019813216e-003
5426	-69.64340973	2.722058058	92.43276215	5.262688774e-003
5427	-16.40752983	3.509517908	126.0332794	6.456725259e-003
5428	102.1661911	2.263319254	-36.72172928	2.98914656e-002
5429	19.19669342	2.072132587	-103.6721191	8.810782674e-003
5430	30.75324821	2.888118267	114.1499023	8.787529623e-003
5431	97.04203796	2.828227282	65.94636536	2.296401362e-002
5432	2.05422163	2.366741657	110.2026749	7.72706062e-003
5433	90.63287354	2.038640261	-52.77057648	2.363367639e-002
5434	89.39698029	1.730236411	-43.8914566	2.444302481e-002
5435	7.402339458	1.773322821	-100.0723648	8.210423402e-003
5436	96.91529083	2.373088598	52.71164322	2.539928755e-002
5437	-2.675921679	1.55073607	-96.34354401	7.633803762e-003
5438	-10.5635767	1.447630525	-93.89530182	7.15580245e-003
5439	-109.0050735	3.521385431	65.67402649	4.403994353e-003
5440	-35.71656799	3.968652725	-128.4013824	5.624413916e-003
5441	-29.00738335	4.005890369	-130.5819855	5.785014309e-003
5442	-14.67565918	3.902055502	-131.582016	6.239264167e-003
5443	-7.769721031	3.827281952	-131.1746826	6.482421668e-003
5444	1.110872149	4.217113495	-136.4992981	6.412341463e-003
5445	7.747872829	4.112921238	-134.9375	6.676009434e-003
5446	13.33456135	4.079122543	-134.0593414	6.866017884e-003
5447	18.73682404	4.026296616	-132.7159576	7.085565358e-003
5448	23.84118843	3.96189332	-131.0362396	7.335267128e-003
5449	28.569067	3.943991899	-129.8459625	7.550914688e-003
5450	33.2621727	4.006216526	-129.5679474	7.69678627e-003
5451	41.49922943	4.201523781	-129.832489	7.886359526e-003
5452	43.52618408	3.995192051	-126.3370972	8.289517609e-003
5453	50.01987457	3.768463373	-120.6609116	9.10286326e-003
5454	62.03050232	3.9587152	-117.813324	9.936480637e-003
5455	71.59798431	3.98680377	-112.6939392	1.111657366e-002
5456	75.7498703	4.088878632	-111.5610352	1.152087862e-002
5457	78.82577515	4.171862602	-110.7303619	1.18320595e-002
5458	83.88470459	3.813062906	-100.8994293	1.395598429e-002
5459	93.74754333	4.036640644	-95.98042297	1.590636566e-002
5460	95.26434326	3.860574245	-91.15119934	1.715898543e-002
5461	100.3746872	3.88531971	-85.99695587	1.907602382e-002
5462	108.5599136	3.867985725	-74.99703217	2.340275205e-002
5463	111.9636154	3.899048567	-70.58905792	2.53848666e-002
5464	114.8865433	3.919952869	-66.27973938	2.734551708e-002
5465	117.3060837	3.922091961	-61.95726395	2.926766501e-002
5466	121.4362259	4.030242443	-56.84772873	3.19980536e-002
5467	123.6362076	4.024096966	-51.68145752	3.423778253e-002
5468	127.0242462	4.159807682	-47.93028259	3.650238432e-002
5469	125.7232056	3.849939823	-39.24595642	3.838992779e-002
5470	126.7061081	3.812123775	-34.05302429	4.002675269e-002
5471	132.7946777	4.108835697	-24.88813019	4.457117393e-002
5472	131.3422699	3.948385	-20.99452591	4.458173862e-002
5473	131.0251465	3.814943552	-7.505864143	4.588393131e-002
5474	129.6819916	3.770509005	15.83641911	4.445938248e-002
5475	130.7355194	3.911420584	21.68518257	4.412622002e-002
5476	132.8412781	4.135464668	26.46430206	4.420171899e-002
5477	126.8780975	3.845957279	35.13633347	3.974285937e-002
5478	124.3040466	3.891348839	45.16843796	3.620679126e-002
5479	124.0548248	4.026083946	50.7370491	3.45701701e-002
5480	122.7076111	4.065863609	55.19142914	3.283979095e-002
5481	116.7694778	3.856206417	61.10169983	2.935100929e-002
5482	114.4210281	3.858291626	65.44971466	2.748362931e-002
5483	109.8926163	3.962069511	75.25376129	2.366344961e-002
5484	105.7280121	3.887679815	79.37514496	2.170770495e-002
5485	98.40935516	4.216406822	94.585495	1.671444443e-002
5486	92.12878418	3.967497826	96.28513336	1.560318742e-002
5487	13.02730083	4.033302784	133.4894562	6.86635849e-003
5488	7.694944382	3.985606194	133.2770996	6.754577498e-003
5489	-1.45568943	3.964944124	133.219635	6.530489372e-003
5490	-6.291334629	3.977573872	133.2451477	6.402012787e-003
5491	-10.5043335	3.903924465	132.0053406	6.351247976e-003
5492	-19.48862648	4.105342865	133.6480255	5.989895726e-003
5493	-26.00881577	3.556450844	125.0664139	6.156565632e-003
5494	-38.13589478	3.832443714	125.8209457	5.69605163e-003
5495	-61.17950058	4.003631115	118.9211273	5.086956207e-003
5496	-65.59752655	4.03218174	116.9708633	4.985387477e-003
5497	-75.60174561	3.896043539	108.5933304	4.840552265e-003
5498	-87.82517242	3.885351658	98.77957916	4.622331744e-003
5499	-92.37708282	3.893357992	94.68473053	4.542888746e-003
5500	-99.39660645	3.877468348	86.96754456	4.436396466e-003
5501	-106.9524994	4.035336971	80.97800446	4.278160304e-003
5502	-110.3231201	4.076827526	77.26891327	4.220386472e-003
5503	-112.1923599	4.005711079	72.83769226	4.220043138e-003
5504	-114.932991	4.014245033	68.6496048	4.182781595e-003
5505	-118.4138794	4.086342812	64.44511414	4.118426659e-003
5506	-117.2099152	3.72065711	56.17248154	4.251359314e-003
5507	-124.4837036	3.943401098	46.66801071	4.097565579e-003
5508	-127.1997299	3.999576092	41.12400436	4.046210961e-003
5509	-128.9389648	3.999465466	35.28892136	4.024432201e-003
5510	-130.3863525	3.840082645	17.64722443	4.039425676e-003
5511	-131.4375458	3.87532711	12.63758373	4.015703325e-003
5512	-132.7371826	3.92905283	2.156810284	3.980615929e-003
5513	-133.1997528	3.976682186	-6.967933178	3.956938144e-003
5514	-132.1552429	3.921916485	-11.56705379	3.983176612e-003
5515	-130.4498749	3.827994108	-15.89007092	4.027887371e-003
5516	-131.2884521	4.0031991	-25.43605423	3.963483323e-003
5517	-125.6418991	3.910046816	-42.08707809	4.05044193e-003
5518	-130.6521301	4.030812263	-30.17346954	3.960345111e-003
5519	-128.6081543	3.964100599	-34.73580933	4.001911748e-003
5520	-120.8353577	3.976043701	-56.45621872	4.086169156e-003
5521	-118.3209915	3.976219893	-61.55686569	4.11564497e-003
5522	-115.1006012	3.919399023	-65.89258575	4.17334104e-003
5523	-111.6145096	3.88066864	-70.68562317	4.22931771e-003
5524	-106.6338654	3.749823809	-74.99960327	4.336236543e-003
5525	-103.1676331	3.741009951	-79.50644684	4.38699044e-003
5526	-100.1009445	4.012919903	-88.86797333	4.339994121e-003
5527	-88.86371613	3.921803951	-98.49694824	4.539871497e-003
5528	-83.62212372	3.826310873	-101.3464584	4.659722435e-003
5529	-74.16405487	3.83058095	-108.5284348	4.824054486e-003
5530	-64.6886673	3.810222149	-114.1173096	5.010820587e-003
5531	-60.58660889	3.89533639	-117.621933	5.061119737e-003
5532	-54.55634308	3.919126987	-120.8827286	5.181948382e-003
5533	-48.11951447	3.819722414	-122.1686859	5.373514341e-003
5534	130.2636108	3.764140606	8.791165352	4.538847134e-002
5535	132.1432495	3.883020401	0.8122628331	4.663386062e-002
5536	69.84912872	3.436749458	-104.9746857	1.215952125e-002
5537	77.58417511	4.196252823	111.986084	1.145450096e-002
5538	-60.27097702	3.197609186	-106.9015961	5.304859769e-003
5539	-42.36233139	3.742136717	123.18367	5.63535059e-003
