Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Directional Deformation (mm)
8059	-27.23712158	-0.8712109923	7.739990234	-2.762012059e-004
8060	-20.75259781	-0.9766628742	-1.245905876	-1.422466056e-004
8061	-13.69115734	-1.031501174	7.252555847	-6.923582418e-005
8062	-19.78982353	-0.9694166183	8.122756958	-1.582914422e-004
8063	175.7325439	8.159127235	39.56967926	5.762166438e-003
8064	-32.68927765	-0.2729639709	42.77471161	-1.363174988e-003
8065	195.8898926	9.887011528	-11.40316772	1.497065932e-002
8066	-123.1938858	11.70050621	-172.2827911	-3.363091139e-004
8067	-148.5249786	13.65842056	-172.2200317	-1.136145187e-004
8068	-159.0299225	14.69638062	-173.3964386	-4.476123294e-005
8069	-153.4312286	14.69189739	-178.3255005	-4.319615954e-005
8070	-147.7139587	14.70021534	-183.1689453	-4.09494767e-005
8071	-135.9131775	14.69177723	-192.0112305	-3.925818959e-005
8072	-129.8553009	14.69103527	-196.1522522	-3.866400178e-005
8073	-123.681221	14.69193077	-200.1104736	-3.852148822e-005
8074	133.5859985	9.84184742	-143.1760864	-1.430016528e-002
8075	-153.8866882	13.65585995	-167.4196014	-1.143884631e-004
8076	-164.460968	14.69509983	-168.2407227	-4.62767602e-005
8077	-169.764389	14.69368553	-162.8724823	-4.729979253e-005
8078	-153.7971497	12.6514082	-156.6425018	-2.030527497e-004
8079	-159.2172241	13.65776539	-162.3791504	-1.145621056e-004
8080	170.1898956	7.367308617	26.6127243	6.193516583e-003
8081	162.4073944	6.605327129	25.02765465	4.46776221e-003
8082	179.4412994	8.168386459	16.76159096	9.683944882e-003
8083	188.1818695	9.013439178	-5.396478653	1.28492411e-002
8084	180.1445465	8.168406487	-5.305330753	1.051281288e-002
8085	172.2177734	7.371004581	5.179639339	8.32891692e-003
8086	-61.94077682	14.63638306	-226.5169373	-1.259776923e-004
8087	203.741745	10.78514576	-11.81552696	1.746981616e-002
8088	187.2416229	8.993567467	17.67695045	1.187180533e-002
8089	199.9873505	10.74932671	39.11312866	1.32080304e-002
8090	192.3330231	9.853498459	37.32893753	1.100498503e-002
8091	207.5970001	11.6754818	40.9131012	1.555487506e-002
8092	230.1205292	14.64615822	47.17387772	2.354106255e-002
8093	225.1963959	13.63785744	30.56033134	2.359940299e-002
8094	231.5892944	14.65452576	39.70587921	2.52182017e-002
8095	232.7953949	14.66122723	32.2482605	2.66591851e-002
8096	226.1181946	13.64569855	23.35354042	2.467840932e-002
8097	233.7620392	14.66932774	24.84629631	2.782971023e-002
8098	194.1065063	10.74296093	-61.84767914	7.096910849e-003
8099	214.3870239	13.63796043	-75.40498352	1.228973179e-002
8100	221.8851013	14.67146301	-77.69503784	1.508120658e-002
8101	205.4484711	11.68620396	-50.97941208	1.313373014e-002
8102	224.3065338	14.67459202	-70.47734833	1.729171345e-002
8103	226.5797729	14.68953037	-63.20152664	1.948000681e-002
8104	228.4846802	14.69064236	-55.95965576	2.1481761e-002
8105	219.4642487	12.66321659	8.201264381	2.304983354e-002
8106	230.1667328	14.69268513	-48.65349197	2.333974771e-002
8107	219.6862946	12.68013954	-5.39000845	2.322712498e-002
8108	210.2705994	11.69381905	-24.91859055	1.864985643e-002
8109	232.8432312	14.70051575	-33.99055862	2.649722956e-002
8110	233.8024445	14.7022295	-26.71610832	2.770055289e-002
8111	234.509079	14.70060349	-19.4198246	2.863171358e-002
8112	235.0058136	14.70110607	-12.06915188	2.929677612e-002
8113	226.7803802	13.65019131	16.16255188	2.548274097e-002
8114	235.2531891	14.69916534	-4.746464252	2.964194391e-002
8115	231.6477966	14.70018959	-41.34586716	2.503466567e-002
8116	234.5009766	14.67812538	17.38261986	2.873382073e-002
8117	234.9898224	14.68573666	9.965716362	2.933780888e-002
8118	235.2388916	14.69277191	2.617419481	2.96417038e-002
8119	-53.52539825	14.67599583	228.9550781	-1.52563004e-004
8120	-60.89768982	14.68279743	227.1578827	-1.229131499e-004
8121	-104.9244232	8.964593887	155.7601624	-8.593992789e-004
8122	-151.0571594	11.66978455	148.0951233	-3.131089557e-004
8123	-161.9010773	12.63375473	148.0425873	-2.055452626e-004
8124	-167.9216766	13.62539482	152.9901428	-1.185788321e-004
8125	-162.764801	13.61594486	158.3609009	-1.188967502e-004
8126	-163.242157	14.63722706	168.8239746	-4.850809177e-005
8127	-152.1016998	13.61834717	168.6536255	-1.174986508e-004
8128	-141.1584473	12.62841702	167.8813782	-2.121159497e-004
8129	-152.0171051	14.64193153	179.0442047	-4.526998509e-005
8130	-146.5639343	13.6213274	173.517807	-1.170398818e-004
8131	-140.2690735	14.64896107	188.454895	-4.231819162e-005
8132	-135.1598816	13.62875366	182.6122894	-1.169526129e-004
8133	-130.0987854	12.6344471	176.6502228	-2.175165719e-004
8134	-102.631897	14.70025444	211.7477417	-4.398248876e-005
8135	-98.79545593	13.66321182	204.8796234	-1.371279552e-004
8136	-121.8623428	14.67422009	201.0690155	-4.006935939e-005
8137	-115.5464935	14.68974686	204.8965454	-3.988120767e-005
8138	-111.3041	13.66592312	198.3862305	-1.236237637e-004
8139	-103.4844589	10.71125984	175.1637726	-5.479428182e-004
8140	-108.3609467	11.6882515	181.8599854	-3.726355828e-004
8141	-107.0969391	12.67432404	191.8358307	-2.386508413e-004
8142	-68.17168427	14.68664742	225.1118622	-1.001936454e-004
8143	-82.34440613	14.68647385	220.3213959	-6.787554696e-005
8144	-89.23134613	14.68787575	217.634552	-5.719406104e-005
8145	-69.81456757	12.64111805	208.0391846	-3.768642785e-004
8146	-60.70754242	11.68099022	202.7419434	-6.482479762e-004
8147	-92.46276093	13.66693592	207.8458252	-1.470520203e-004
8148	-90.22161865	10.20113468	177.3802643	-7.185115578e-004
8149	-98.54208374	9.796261787	168.7433472	-7.426480124e-004
8150	-92.05715179	9.737509727	171.7685852	-7.998334581e-004
8151	109.5674896	15.68633652	-216.3816223	-2.134687975e-003
8152	105.7506561	14.63910675	-209.6972198	-3.274019946e-003
8153	219.1103058	14.65508747	-84.8693161	1.281409368e-002
8154	216.160675	14.6484623	-91.99712372	1.061247349e-002
8155	213.0697021	14.65468025	-99.05556488	8.503439858e-003
8156	199.0458374	13.62777615	-109.511528	2.026477432e-003
8157	209.7203369	14.65515804	-105.9705276	6.462228157e-003
8158	206.1940308	14.65741539	-112.7134094	4.562629783e-003
8159	202.4905396	14.66138172	-119.2969742	2.845733889e-003
8160	180.9454498	12.6431179	-124.177803	-4.979488494e-003
8161	187.7509308	13.64008713	-128.0810242	-2.484282049e-003
8162	194.5003204	14.66715908	-132.0002289	8.339909208e-006
8163	185.9179688	14.68254566	-144.0238342	-2.065832859e-003
8164	112.5811386	14.64609528	-206.1700745	-3.535467613e-003
8165	139.0075378	10.74309635	-148.9290161	-1.302309374e-002
8166	108.5828781	13.62645149	-199.5423126	-5.129731107e-003
8167	125.8312912	14.6651125	-198.5289612	-4.037497092e-003
8168	121.5593109	13.65270042	-192.1528015	-5.851225069e-003
8169	132.3028259	14.69233799	-194.5215454	-4.222855296e-003
8170	129.3776398	11.67664623	-167.4392548	-1.081732626e-002
8171	150.3218842	14.70018291	-181.0345001	-4.576861556e-003
8172	145.0046234	13.65116024	-175.1217499	-6.767255854e-003
8173	134.3972778	12.64640808	-173.5231476	-8.802966477e-003
8174	155.9503021	14.70200062	-176.2272186	-4.571674253e-003
8175	144.5150757	11.67549706	-154.5504608	-1.12925045e-002
8176	155.7516937	13.65779686	-165.7064819	-6.810999366e-003
8177	154.9673615	12.65632343	-155.5402832	-9.026619409e-003
8178	176.6146698	14.69086075	-155.3858185	-3.464081146e-003
8179	170.3987732	13.66486549	-150.6859283	-5.894440619e-003
8180	164.2563324	12.66870213	-145.845459	-8.339887245e-003
8181	91.80812073	6.612217903	-136.3743591	-1.425280698e-002
8182	96.19703674	7.36272049	-142.8386841	-1.44121459e-002
8183	100.6080322	8.154895782	-149.3682709	-1.427554707e-002
8184	-225.0858459	14.66866684	67.79436493	-6.071856262e-005
8185	-204.8258514	13.66436672	98.92733002	-1.186902594e-004
8186	-222.9282379	14.67822647	74.80788422	-6.025954491e-005
8187	-220.5406342	14.68743801	81.77606964	-5.965021188e-005
8188	-113.9141235	13.65981865	-196.8448181	-1.21635864e-004
8189	12.61165524	7.346240997	171.5807495	-5.291611615e-003
8190	-217.9312592	14.69195366	88.58493805	-5.915770984e-005
8191	-83.3653717	9.34008503	172.1524048	-9.634695743e-004
8192	-59.27786636	8.948494911	178.045166	-1.409160632e-003
8193	-100.2730713	8.137066841	149.3843689	-1.054127438e-003
8194	-87.75461578	8.829571724	164.6095886	-1.032221689e-003
